2010,0.00107524341470918
2015,0.000872186785919487
2020,0.000608581352217702
2025,0.000591369550396836
2030,0.000500258337535074
2035,0.000395230167690631
2040,0.000321261951117272
2045,0.000270959468116828
2050,0.000229634767055858
2055,0.000179789681478797
2060,0.000148015219621906
2070,0.00010984919538317
2080,6.87929263858068E-5
2090,4.47692343664122E-5
2100,2.89734704102549E-5
2110,2.13168384391881E-5
2130,1.43904423273799E-5
2150,7.71327342155444E-6
