2005,LAM,0.0335690159987879
2005,OAS,0.102071990953905
2005,SSA,0.0163728176055432
2005,EUR,0.0904693296865683
2005,NEU,0.0921420660514368
2005,MEA,0.154195654761207
2005,REF,0.298292552520907
2005,CAZ,0.129553960614207
2005,CHA,0.0032259917380699
2005,USA,0.021674145329268
2010,LAM,0.0380634675962463
2010,OAS,0.100093642971978
2010,SSA,0.0294572408132833
2010,EUR,0.0620912140106428
2010,NEU,0.105464328815611
2010,MEA,0.215992201415673
2010,REF,0.255813573621356
2010,CAZ,0.119863968713876
2010,CHA,0.00495827988778073
2010,USA,0.0313340478685094
2015,LAM,0.0387033533247753
2015,OAS,0.0952246181520618
2015,SSA,0.033126132105738
2015,EUR,0.0613288062292493
2015,NEU,0.114265476348929
2015,MEA,0.220737099531181
2015,REF,0.284923507606403
2015,CAZ,0.111932137106354
2015,CHA,0.00519889839628782
2015,USA,0.0474950838934017
2020,LAM,0.0196328749821076
2020,OAS,0.0398901781271696
2020,SSA,0.0224722246209296
2020,EUR,0.0278535416868125
2020,NEU,0.054922261028168
2020,MEA,0.234133062875148
2020,REF,0.186424377074505
2020,CAZ,0.0521934133102441
2020,CHA,0.00570009781675986
2020,IND,0.00435318247352135
2020,JPN,0.00458161264571952
2020,USA,0.0213987922130795
2025,LAM,0.0129666301271643
2025,OAS,0.0206041846374525
2025,SSA,0.017159394624739
2025,EUR,0.0150060255072542
2025,NEU,0.0347254336904222
2025,MEA,0.283102881909539
2025,REF,0.138999648434291
2025,CAZ,0.0315520874139065
2025,CHA,0.00580044567053753
2025,IND,0.00574804360548315
2025,JPN,0.00613460135997834
2025,USA,0.0133272222364104
2030,LAM,0.00964480070849035
2030,OAS,0.012219684995246
2030,SSA,0.0134377467623496
2030,EUR,0.0101650222747069
2030,NEU,0.024521265761785
2030,MEA,0.345541724208142
2030,REF,0.110990828970301
2030,CAZ,0.0217545807353805
2030,CHA,0.00591843336890097
2030,IND,0.00614032698628941
2030,JPN,0.00661067999974594
2030,USA,0.0105379173132098
2035,LAM,0.00791941459664358
2035,OAS,0.00855704629116167
2035,SSA,0.0111127086422327
2035,EUR,0.00834502095670148
2035,NEU,0.0191914003999774
2035,MEA,0.416684483009384
2035,REF,0.0949258595023158
2035,CAZ,0.0169030851334143
2035,CHA,0.00588456077456284
2035,IND,0.00624106136861001
2035,JPN,0.00675689794145243
2035,USA,0.00930753370258882
2040,LAM,0.0069272078963928
2040,OAS,0.00694984624060606
2040,SSA,0.00967592906864015
2040,EUR,0.00763540082866206
2040,NEU,0.016649948291253
2040,MEA,0.497920738001231
2040,REF,0.0883442638846397
2040,CAZ,0.014770510382017
2040,CHA,0.00569015291577488
2040,IND,0.0062331046741084
2040,JPN,0.00676843219655291
2040,USA,0.00875311276119888
2045,LAM,0.0064734072682736
2045,OAS,0.00633664833558933
2045,SSA,0.00870213314194338
2045,EUR,0.00730984638309173
2045,NEU,0.0159239801701362
2045,MEA,0.587919321258073
2045,REF,0.0901822728101863
2045,CAZ,0.0143486476670514
2045,CHA,0.005568612157339
2045,IND,0.00616111173584947
2045,JPN,0.00672509751730295
2045,USA,0.00878251221235853
2050,LAM,0.00601461682268475
2050,OAS,0.00605458820371717
2050,SSA,0.00794065862881413
2050,EUR,0.00711668101106893
2050,NEU,0.015905830099408
2050,MEA,0.6748962849824
2050,REF,0.0981832354572916
2050,CAZ,0.0148338749039405
2050,CHA,0.00546937839709191
2050,IND,0.00606495611408413
2050,JPN,0.00662855222120053
2050,USA,0.0090105514436911
2055,LAM,0.0056583410012167
2055,OAS,0.00591297712747453
2055,SSA,0.00737224776554943
2055,EUR,0.00697565470634393
2055,NEU,0.0160554015244822
2055,MEA,0.741268065765026
2055,REF,0.112678100584231
2055,CAZ,0.0161685245712958
2055,CHA,0.00540755664488814
2055,IND,0.00598546815883561
2055,JPN,0.00653827357232463
2055,USA,0.00938337607542626
2060,LAM,0.00466466840249017
2060,OAS,0.00497886294052203
2060,SSA,0.00604438950815951
2060,EUR,0.00586897727150304
2060,NEU,0.0147188805689062
2060,MEA,0.71333534197043
2060,REF,0.12141034884789
2060,CAZ,0.0165321445353751
2060,CHA,0.00462052962140347
2060,IND,0.00507342429108569
2060,JPN,0.00546328810568953
2060,USA,0.00860664677027022
2070,NEU,0.0156963318327721
2070,MEA,0.991262929808727
2070,REF,0.23808955501659
2070,CAZ,0.0243103482402676
2070,USA,0.00286075057599387
2080,NEU,0.0233598088137535
2080,MEA,1.17195869364638
2080,REF,0.441891138537384
2080,CAZ,0.0401936435437464
2080,USA,0.00367106753938473
2090,NEU,0.036996360558171
2090,MEA,1.15556621012896
2090,REF,0.744981368849445
2090,CAZ,0.0657511553895736
2090,USA,0.00668504299759628
2100,NEU,0.0588682629034554
2100,MEA,0.997352591469383
2100,REF,1.13693593922094
2100,CAZ,0.102392642959944
2100,USA,0.0099331706354111
2110,NEU,0.0741345364710994
2110,MEA,0.727026573051808
2110,REF,1.32956658860729
2110,CAZ,0.128062501993475
2110,USA,0.0126036059697128
2130,NEU,0.102638293128389
2130,MEA,0.415361693489659
2130,REF,1.63860618795767
2130,CAZ,0.162956672360093
2130,USA,0.0108996946445941
2150,NEU,0.110876477125215
2150,MEA,0.252295324625021
2150,REF,1.46671175159436
2150,CAZ,0.1686114338083
2150,USA,0.018765274790335
