2040,OAS,CHA,pegas,shipping,0.00694332898576681
2040,EUR,IND,pegas,shipping,0.00762824069140471
2040,NEU,EUR,pegas,shipping,0.114238053557588
2040,MEA,EUR,pegas,pipeline,0.1
2040,MEA,EUR,pegas,shipping,0.0184259094386895
2040,MEA,IND,pegas,shipping,0.0301711040161037
2040,REF,EUR,pegas,pipeline,0.15
2040,REF,CHA,pegas,shipping,0.0336078837302539
2040,REF,IND,pegas,shipping,0.115788867173902
2040,CAZ,OAS,pegas,shipping,0.00571959448827545
2040,CAZ,JPN,pegas,shipping,0.0879637929904616
2040,CHA,JPN,pegas,shipping,0.00519765070266699
2045,OAS,CHA,pegas,shipping,0.00633255096194406
2045,EUR,IND,pegas,shipping,0.00730511972471733
2045,NEU,EUR,pegas,shipping,0.089071409128378
2045,NEU,IND,pegas,shipping,0.0251666444292104
2045,MEA,EUR,pegas,pipeline,0.1
2045,MEA,IND,pegas,shipping,0.110906390508022
2045,REF,EUR,pegas,pipeline,0.15
2045,REF,CHA,pegas,shipping,0.101446357449817
2045,REF,IND,pegas,shipping,0.0479503934543385
2045,CAZ,OAS,pegas,shipping,0.0431710490488081
2045,CAZ,JPN,pegas,shipping,0.0773917308081253
2045,CHA,JPN,pegas,shipping,0.00519765070266699
2050,OAS,CHA,pegas,shipping,0.00605499496439864
2050,SSA,IND,pegas,shipping,0.0331181821016101
2050,EUR,CHA,pegas,shipping,0.00711715912550387
2050,NEU,EUR,pegas,shipping,0.044163166522723
2050,NEU,CHA,pegas,shipping,0.00246802120004404
2050,NEU,IND,pegas,shipping,0.0676068658348214
2050,MEA,OAS,pegas,shipping,0.00180537128060633
2050,MEA,EUR,pegas,pipeline,0.1
2050,MEA,IND,pegas,shipping,0.118878753129699
2050,REF,EUR,pegas,pipeline,0.15
2050,REF,CHA,pegas,shipping,0.149396750904155
2050,CAZ,OAS,pegas,shipping,0.103191512128092
2050,CAZ,JPN,pegas,shipping,0.0268420222221831
2050,CHA,JPN,pegas,shipping,0.00519765070266699
2050,USA,JPN,pegas,shipping,0.0423364085230006
2055,OAS,CHA,pegas,shipping,0.00591272685176572
2055,SSA,IND,pegas,shipping,0.0331181821016101
2055,EUR,IND,pegas,shipping,0.00697535945119777
2055,NEU,IND,pegas,shipping,0.114238053557588
2055,MEA,OAS,pegas,shipping,0.0650599246728942
2055,MEA,EUR,pegas,pipeline,0.084187404775893
2055,MEA,IND,pegas,shipping,0.0556241997374106
2055,REF,EUR,pegas,pipeline,0.15
2055,REF,CHA,pegas,shipping,0.187480353804118
2055,REF,IND,pegas,shipping,0.0153590855061881
2055,CAZ,OAS,pegas,shipping,0.115752230854035
2055,CAZ,JPN,pegas,shipping,0.01428130349624
2055,CHA,JPN,pegas,shipping,0.00519765070266699
2055,USA,JPN,pegas,shipping,0.0474836854569104
2055,LAM,IND,pegas,shipping,0.038694064832605
2060,OAS,CHA,pegas,shipping,0.00498594543948937
2060,SSA,IND,pegas,shipping,0.0331181821016101
2060,EUR,IND,pegas,shipping,0.00587732596998326
2060,NEU,IND,pegas,shipping,0.114238053557588
2060,MEA,OAS,pegas,shipping,0.0900204249389852
2060,MEA,EUR,pegas,pipeline,0.013368014543536
2060,MEA,IND,pegas,shipping,0.0306636994713196
2060,REF,EUR,pegas,pipeline,0.15
2060,REF,CHA,pegas,shipping,0.174529996041189
2060,REF,IND,pegas,shipping,0.0749738350515526
2060,CAZ,OAS,pegas,shipping,0.120621325620473
2060,CAZ,JPN,pegas,shipping,0.00941220872980197
2060,CHA,JPN,pegas,shipping,0.00462710238644302
2060,USA,JPN,pegas,shipping,0.0474836854569104
2060,LAM,IND,pegas,shipping,0.038694064832605
2070,NEU,IND,pegas,shipping,0.114238053557588
2070,MEA,OAS,pegas,shipping,0.0430780496032859
2070,MEA,SSA,pegas,shipping,0.0801112022872938
2070,MEA,IND,pegas,shipping,0.0134708704644372
2070,REF,EUR,pegas,pipeline,0.106837805248679
2070,REF,CHA,pegas,shipping,0.20587934611497
2070,REF,IND,pegas,shipping,0.268574868087045
2070,CAZ,OAS,pegas,shipping,0.29264113718019
2070,CAZ,JPN,pegas,shipping,0.0503957506051122
2070,USA,LAM,pegas,shipping,0.0955555271052607
2080,NEU,SSA,pegas,shipping,0.0743335656384913
2080,NEU,IND,pegas,shipping,0.0399044879190972
2080,MEA,OAS,pegas,shipping,0.0112826380364285
2080,MEA,SSA,pegas,shipping,0.188109970321841
2080,MEA,LAM,pegas,shipping,0.011947425561975
2080,REF,EUR,pegas,pipeline,0.051641387802977
2080,REF,CHA,pegas,shipping,0.219973522792764
2080,REF,IND,pegas,shipping,0.457369814287394
2080,REF,JPN,pegas,shipping,0.0445562985420591
2080,CAZ,OAS,pegas,shipping,0.424711180501351
2080,USA,LAM,pegas,shipping,0.156423640700521
2090,NEU,SSA,pegas,shipping,0.114238053557588
2090,MEA,SSA,pegas,shipping,0.410700818694315
2090,MEA,LAM,pegas,shipping,0.021773218617954
2090,REF,EUR,pegas,pipeline,0.00989461848356078
2090,REF,CHA,pegas,shipping,0.185399002515213
2090,REF,IND,pegas,shipping,0.594307818787609
2090,REF,JPN,pegas,shipping,0.0350919488782256
2090,CAZ,OAS,pegas,shipping,0.484376132296058
2090,USA,LAM,pegas,shipping,0.156423640700521
2100,EUR,SSA,pegas,shipping,0.0463867523670617
2100,EUR,IND,pegas,shipping,0.019762810862671
2100,EUR,JPN,pegas,shipping,0.0246546594561051
2100,NEU,SSA,pegas,shipping,0.114238053557588
2100,MEA,OAS,pegas,shipping,0.00490432977134614
2100,MEA,SSA,pegas,shipping,0.574623903351558
2100,REF,CHA,pegas,shipping,0.185135177611968
2100,REF,IND,pegas,shipping,0.662801486394338
2100,CAZ,OAS,pegas,shipping,0.526390122190192
2100,USA,LAM,pegas,shipping,0.156423640700521
2110,EUR,SSA,pegas,shipping,0.0545685368866175
2110,EUR,IND,pegas,shipping,0.023224192581882
2110,NEU,SSA,pegas,shipping,0.114238053557588
2110,MEA,SSA,pegas,shipping,0.579528233122904
2110,REF,CHA,pegas,shipping,0.206897096631144
2110,REF,IND,pegas,shipping,0.641039567375162
2110,CAZ,OAS,pegas,shipping,0.504974105704111
2110,CAZ,JPN,pegas,shipping,0.0214160164860808
2110,USA,LAM,pegas,shipping,0.130206404869767
2130,EUR,IND,pegas,shipping,0.0665935359320031
2130,EUR,JPN,pegas,shipping,0.0242106867538347
2130,NEU,SSA,pegas,shipping,0.114238053557588
2130,MEA,SSA,pegas,shipping,0.611996081358288
2130,REF,CHA,pegas,shipping,0.245863347206375
2130,REF,IND,pegas,shipping,0.602073316799931
2130,CAZ,OAS,pegas,shipping,0.530005579028643
2130,USA,LAM,pegas,shipping,0.16624189724135
2150,NEU,SSA,pegas,shipping,0.0108072284054435
2150,MEA,SSA,pegas,shipping,0.611996081358288
2150,REF,CHA,pegas,shipping,0.182799779609733
2150,REF,IND,pegas,shipping,0.592965010304953
2150,REF,JPN,pegas,shipping,0.0173696315275127
2150,CAZ,OAS,pegas,shipping,0.490857133727136
2150,USA,LAM,pegas,shipping,0.143060442828089
